,OBJECTID,ID_ACCIDENT,DATE_,GROUPE_ACCIDENT,TYPE,CAUSE,COMMUNE,CONDITIONS_LUMINEUSES,CONDITIONS_METEO,CONSEQUENCES,COOR_X,COOR_Y,ETAT_ROUTE,GENRE_ROUTE,HEURE,JOUR,NB_ENFANTS_IMPLIQUES,NB_ENFANTS_ECOLE,NB_BLESSES_LEGERS,NB_BLESSES_GRAVES,NB_TUES,NB_PIETONS,NB_BICYCLETTES,NB_VAE_25,NB_VAE_45,NB_CYCLOMOTEURS,NB_MOTOS_50,NB_MOTOS,NB_VOITURES_TOURISME,NB_VOITURES_LIVRAISON,NB_CAMIONS,NB_BUS,NB_TRAM,NB_TRAINS,NB_SENIORS,NB_TC,REF_GROUPE_CAUSE,TOTAL_PERSONNES,ANNEE,E,N,LATITUDE,LONGITUDE
33938,46811,220128175,20220128,Accident en s'engageant sur une route,Collision en obliquant à droite avec le trafic venant de gauche,Priorité - Non-respect du signal de priorité «Stop»,Genève,Jour,Beau temps,Avec dommages matériels,2499896.502,1117997.563,Route sèche,Route principale,90000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0,0,,,2022,2499896.5,1117997.56,6.141613961871246,46.20596971489872
33939,46812,220927002,20220926,Accident impliquant des piétons,Piéton traversant la chaussée touché par un véhicule circulant en ligne droite,Etat de la personne - Influence de l'alcool,Genève,Nuit,Temps couvert,Avec blessés graves,2500055.773,1116792.205,Route humide,Route principale,220000.0,Lundi,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,,,2022,2500055.77,1116792.2,6.143935311471526,46.19515196077335
33940,46813,220425102,20220425,Accident par tamponnement,Collision avec un véhicule en marche,Conduite - Suivre de trop près le véhicule qui précède,Lancy,Jour,Temps couvert,Avec blessés légers,2498338.801,1114889.837,Route mouillée,Route principale,80000.0,Lundi,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2498338.8,1114889.84,6.122111338429103,46.17778409458586
33941,46814,220930007,20220929,Accident par tamponnement,Collision avec véhicule à l'arrêt,Dépassement - En dépassant de trop près (latéral),Vernier,Jour,Temps couvert,Avec dommages matériels,2497348.486,1119697.945,Route sèche,Route secondaire,90000.0,Jeudi,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0,,,2022,2497348.49,1119697.95,6.108231775811474,46.22087926861994
33942,46815,220528070,20220528,Accident impliquant des piétons,Piéton touché par un véhicule obliquant à gauche,Comportement du piéton / du conducteur d'EAV - Non-utilisation des aires de circulation destinées aux piétons et aux EAV,Meyrin,Jour,Beau temps,Avec blessés légers,2496505.9,1119837.234,Route sèche,Route principale,100000.0,Samedi,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2496505.9,1119837.23,6.097282611370951,46.222002759315934
33943,46816,220928274,20220928,Accident impliquant des piétons,Piéton traversant la chaussée touché par un véhicule circulant en ligne droite,Comportement du piéton / du conducteur d'EAV - Traversée imprudente de la route,Genève,Jour,Pluie,Avec dommages matériels,2498839.888,1117265.986,Route mouillée,Route secondaire,130000.0,Mercredi,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2498839.89,1117265.99,6.128084645101835,46.199231542762114
33944,46890,221115002,20221114,Dérapage ou perte de maîtrise,Sans collision,Etat de la personne - Influence de l'alcool,Carouge (GE),Nuit,Pluie,Avec blessés graves,2499796.239,1115270.482,Route mouillée,Route secondaire,220000.0,Lundi,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,,,2022,2499796.24,1115270.48,6.140900397460948,46.18142643464286
33945,46891,220801007,20220731,Dérapage ou perte de maîtrise,Collision avec un obstacle sur la chaussée,Inattention et distraction - Manque d'attention momentané,Plan-les-Ouates,Jour,Beau temps,Avec blessés légers,2499727.873,1113695.675,Route sèche,Route principale,180000.0,Dimanche,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2499727.87,1113695.68,6.140353053546053,46.16725194048044
33946,46892,220723026,20220624,Accident en traversant une route,Collision avec le trafic traversant depuis la gauche,Priorité - Non-respect du signal de priorité «Stop»,Genève,Aurore / crépuscule,Beau temps,Avec dommages matériels,2499000.58,1116566.984,Route sèche,Route principale,60000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2499000.58,1116566.98,6.13031726713964,46.19296856782612
33947,46893,221121432,20221121,Accident en s'engageant sur une route,Collision en obliquant à gauche avec le trafic venant de droite,Priorité - Autres attitude fautive en lien avec la priorité,Genève,Nuit,Pluie,Avec blessés légers,2499877.663,1116752.533,Route mouillée,Route principale,180000.0,Lundi,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,,,2022,2499877.66,1116752.53,6.141636942096964,46.19476865371498
33948,46894,220613190,20220612,Dérapage ou perte de maîtrise,Sans collision,Etat de la personne - Influence de l'alcool,Russin,Jour,Beau temps,Avec blessés graves,2490589.284,1116692.308,Route sèche,Route principale,170000.0,Dimanche,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2490589.28,1116692.31,6.02135215633661,46.19277971602956
33949,46895,220304022,20220304,Accident par tamponnement,Collision avec véhicule à l'arrêt,Etat de la personne - Influence de l'alcool,Chêne-Bougeries,Nuit,Beau temps,Avec dommages matériels,2504057.912,1117467.411,Route sèche,Route principale,60000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,1,,,2022,2504057.91,1117467.41,6.195632738453811,46.20180815537734
33950,46896,220314003,20220312,Accident en parquant,Avec violation de l'obligation de déclarer,Cause inconnue - Véhicule stationné (omission de la déclaration obligatoire),Genève,Inconnu,Autre,Avec dommages matériels,2500238.808,1118338.012,Autre,Route secondaire,200000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2500238.81,1118338.01,6.1459756595833115,46.20908274106973
33951,46897,220724054,20220724,Accident en traversant une route,Collision avec le trafic traversant depuis la droite,Signalisation lumineuse - Non-respect d'un feu rouge,Genève,Jour,Beau temps,Avec blessés légers,2497612.898,1117931.914,Route sèche,Route principale,120000.0,Dimanche,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2497612.9,1117931.91,6.112045539272652,46.205035285524936
33952,46898,220629106,20220628,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Inattention et distraction - Distraction par le maniement du téléphone,Meinier,Jour,Beau temps,Avec dommages matériels,2506776.027,1122225.968,Route sèche,Route principale,190000.0,Mardi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,,,2022,2506776.03,1122225.97,6.229891509931709,46.244991651579824
33953,46899,220813046,20220813,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Etat de la personne - Influence de l'alcool,Genève,Jour,Beau temps,Avec dommages matériels,2501644.008,1117935.153,Route sèche,Route principale,100000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2501644.01,1117935.15,6.164265426911473,46.20566634703767
33954,46900,220805227,20220728,Accident en parquant,Avec violation de l'obligation de déclarer,Cause inconnue - Véhicule stationné (omission de la déclaration obligatoire),Genève,Nuit,Beau temps,Avec dommages matériels,2499598.353,1116419.121,Route sèche,Route secondaire,60000.0,Jeudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2499598.35,1116419.12,6.138091046979749,46.19172819281737
33955,46901,221007190,20221007,Accident en parquant,Avec violation de l'obligation de déclarer,Cause inconnue - Véhicule stationné (omission de la déclaration obligatoire),Carouge (GE),Jour,Beau temps,Avec dommages matériels,2500202.51,1115664.585,Route sèche,Route principale,110000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2500202.51,1115664.59,6.146076870405068,46.185031617734175
33956,46902,220513239,20220511,Accident lors d'un dépassement ou lors d'un changement de voie de circulation,Frôlement latéral avec le véhicule dépassé,Dépassement - En dépassant de trop près (latéral),Genève,Jour,Beau temps,Avec blessés légers,2499766.66,1117744.871,Route sèche,Route principale,100000.0,Mercredi,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,,,2022,2499766.66,1117744.87,6.1399862115405845,46.20367758029503
33957,46903,220928044,20220928,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Etat de la personne - Influence de l'alcool,Chêne-Bougeries,Jour,Pluie,Avec dommages matériels,2502602.617,1117172.25,Route humide,Route principale,70000.0,Mercredi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2502602.62,1117172.25,6.176843003070383,46.19894407910013
33958,46904,220124213,20220118,Accident en parquant,Avec violation de l'obligation de déclarer,Cause inconnue - Véhicule stationné (omission de la déclaration obligatoire),Vernier,Jour,Autre,Avec dommages matériels,2497672.258,1118820.742,Autre,Autre,130000.0,Mardi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2497672.26,1118820.74,6.112619602445482,46.213038741240204
33959,46905,220801044,20220728,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Inattention et distraction - Manque d'attention momentané,Genève,Jour,Beau temps,Avec dommages matériels,2500223.702,1118146.589,Route sèche,Route secondaire,150000.0,Jeudi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2500223.7,1118146.59,6.145820832202069,46.20735879454389
33960,46906,220602260,20220521,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,"Vitesse - Inadaptée au tracé de la route (virage serré, proximité d'une intersection, etc.)",Carouge (GE),Jour,Beau temps,Avec dommages matériels,2500796.317,1115474.143,Route sèche,Route principale,170000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2500796.32,1115474.14,6.153806924347204,46.18340650353286
33961,46907,221122325,20221122,Accident en quittant une route,Collision en obliquant à gauche avec le trafic dans le même sens,Priorité - Autres attitude fautive en lien avec la priorité,Genève,Jour,Temps couvert,Avec blessés légers,2499010.258,1119801.936,Route sèche,Route secondaire,150000.0,Mardi,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,,,2022,2499010.26,1119801.94,6.129742587752873,46.222066375803884
33962,47380,221030026,20220930,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Etat de la personne - Influence de l'alcool,Genève,Nuit,Beau temps,Avec dommages matériels,2501284.623,1118025.215,Route sèche,Route principale,30000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2501284.62,1118025.21,6.159590650410772,46.206423699757
33963,47381,220308276,20220308,Accident impliquant des piétons,Piéton traversant la chaussée touché par un véhicule circulant en ligne droite,Priorité - Ne pas accorder la priorité à un passage pour piétons,Genève,Jour,Beau temps,Avec blessés graves,2500367.165,1119488.784,Route sèche,Route secondaire,170000.0,Mardi,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2500367.16,1119488.78,6.147392727885118,46.219452244951604
33964,47382,221215236,20221130,Accident par tamponnement,Collision avec véhicule à l'arrêt,Inattention et distraction - Manque d'attention momentané,Genève,Jour,Beau temps,Avec dommages matériels,2499851.873,1117351.462,Route sèche,Route principale,150000.0,Mercredi,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,,,2022,2499851.87,1117351.46,6.141174430334284,46.200151806997475
33965,47383,221210012,20221205,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Inattention et distraction - Manque d'attention momentané,Genève,Nuit,Temps couvert,Avec dommages matériels,2499197.753,1118155.619,Route humide,Route secondaire,230000.0,Lundi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,,,2022,2499197.75,1118155.62,6.132527847757298,46.20728694018599
33966,47384,220822006,20220821,Dérapage ou perte de maîtrise,Sans collision,Etat de la personne - Influence de l'alcool,Genève,Nuit,Beau temps,Avec blessés graves,2502116.548,1117645.387,Route sèche,Route secondaire,200000.0,Dimanche,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2502116.55,1117645.39,6.170447742498934,46.20312910124943
33967,47385,220613351,20220613,Accident en traversant une route,Collision avec le trafic traversant depuis la droite,Priorité - Non-respect de la priorité de droite,Plan-les-Ouates,Jour,Beau temps,Avec blessés légers,2496856.801,1114182.527,Route sèche,Route principale,130000.0,Lundi,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,,,2022,2496856.8,1114182.53,6.103078923438217,46.171196700608654
33968,47386,221105010,20221104,Accident par tamponnement,Collision avec un véhicule en marche,Conduite - Suivre de trop près le véhicule qui précède,Vernier,Aurore / crépuscule,Temps couvert,Avec blessés légers,2496791.903,1119043.71,Route mouillée,Route principale,170000.0,Vendredi,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,,,2022,2496791.9,1119043.71,6.101164230172142,46.21490959036144
33969,47387,221008015,20221008,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Etat de la personne - Influence de l'alcool,Genève,Nuit,Temps couvert,Avec dommages matériels,2499656.0,1119811.986,Route sèche,Route principale,60000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2499656.0,1119811.99,6.138108164833697,46.222253503211945
33970,47388,221101364,20221101,Accident en traversant une route,Collision avec le trafic traversant depuis la gauche,Priorité - Non-respect du signal de priorité «Cédez le passage»,Meyrin,Nuit,Beau temps,Avec dommages matériels,2495487.076,1120059.291,Route sèche,Route principale,180000.0,Mardi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2495487.08,1120059.29,6.084030773898708,46.22384234901421
33971,47389,220602014,20220601,Accident impliquant des piétons,Autre cas d'accident impliquant des piétons,Comportement du piéton / du conducteur d'EAV - Autre attitude fautive du piéton ou du conducteur d'EAV,Genève,Jour,Beau temps,Avec blessés légers,2500117.908,1118588.256,Route sèche,Route principale,170000.0,Mercredi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2500117.91,1118588.26,6.144355797917231,46.211315628532326
33972,47390,221115312,20220902,Accident en parquant,Collision avec un obstacle fixe (y compris véhicule correctement stationné),Inattention et distraction - Manque d'attention momentané,Genève,Jour,Beau temps,Avec dommages matériels,2500034.002,1118461.489,Route sèche,Autre,110000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2500034.0,1118461.49,6.143295833010321,46.210162936917776
33973,47391,221119025,20221119,Accident par tamponnement,Collision avec véhicule à l'arrêt,Etat de la personne - Influence de l'alcool,Genève,Aurore / crépuscule,Temps couvert,Avec dommages matériels,2498832.531,1116782.054,Route humide,Route principale,70000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2498832.53,1116782.05,6.128094180946251,46.194877714875865
33974,47392,220904075,20220904,Accident en parquant,Avec violation de l'obligation de déclarer,Cause inconnue - Véhicule stationné (omission de la déclaration obligatoire),Le Grand-Saconnex,Jour,Beau temps,Avec dommages matériels,2497553.955,1120840.529,Route sèche,Autre,180000.0,Dimanche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2497553.95,1120840.53,6.110643141288218,46.23118734946506
33975,47393,221224004,20221224,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Etat de la personne - Influence de l'alcool,Meyrin,Nuit,Temps couvert,Avec dommages matériels,2494403.206,1120161.957,Route humide,Route principale,10000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2494403.21,1120161.96,6.069962085920209,46.22459634317527
33976,47394,220908007,20220908,Dérapage ou perte de maîtrise,Collision avec un obstacle sur la chaussée,Etat de la personne - Influence de l'alcool,Carouge (GE),Nuit,Temps couvert,Avec dommages matériels,2498826.249,1115882.483,Route mouillée,Autoroute,0.0,Jeudi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2498826.25,1115882.48,6.128207746795986,46.1867857349739
33977,47395,220714295,20220714,Accident par tamponnement,Collision avec un véhicule en marche,Etat de la personne - Influence de l'alcool,Vernier,Jour,Beau temps,Avec dommages matériels,2495028.924,1118481.159,Route sèche,Autoroute,190000.0,Jeudi,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,1,0,,,2022,2495028.92,1118481.16,6.078448729464046,46.20957683910072
33978,47396,221120030,20221120,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Etat de la personne - Influence de l'alcool,Lancy,Aurore / crépuscule,Temps couvert,Avec dommages matériels,2498551.248,1116708.735,Route sèche,Route principale,70000.0,Dimanche,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2498551.25,1116708.73,6.1244670116853515,46.19417586669572
33979,47397,221207306,20221207,Accident en quittant une route,Collision en obliquant à gauche avec le trafic dans le même sens,Conduite - Manque d'égards en changeant de voie,Genève,Jour,Temps couvert,Avec blessés légers,2498215.71,1119235.307,Route sèche,Route principale,70000.0,Mercredi,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,,,2022,2498215.71,1119235.31,6.119570190971636,46.21685004049141
33980,46510,220302014,20220217,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Inattention et distraction - Manque d'attention momentané,Lancy,Nuit,Temps couvert,Avec dommages matériels,2498189.294,1116586.561,Route humide,Route secondaire,190000.0,Jeudi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2498189.29,1116586.56,6.119805659007027,46.19302231725767
33981,46511,220818089,20220812,Dérapage ou perte de maîtrise,Collision avec un obstacle en manoeuvrant,Inattention et distraction - Manque d'attention momentané,Genève,Jour,Beau temps,Avec dommages matériels,2498875.982,1119924.222,Route sèche,Route secondaire,150000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,,,2022,2498875.98,1119924.22,6.127976029980758,46.22314601144386
33982,46512,220114190,20220114,Collision frontale,Collision frontale avec le trafic venant en sens inverse (sans dépassement),"Etat de la personne - Excès de fatigue, endormissement (y compris endormissement passager)",Collex-Bossy,Jour,Beau temps,Avec blessés graves,2499011.103,1124647.123,Route sèche,Route principale,80000.0,Vendredi,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0,,,2022,2499011.1,1124647.12,6.128703585409504,46.26564579311363
33983,46513,221009012,20221008,Accident en traversant une route,Collision avec le trafic traversant depuis la gauche,Priorité - Non-respect du signal de priorité «Cédez le passage»,Meyrin,Nuit,Beau temps,Avec dommages matériels,2493976.708,1120884.701,Route sèche,Route principale,190000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2493976.71,1120884.7,6.064270858457014,46.23102967575507
33984,46514,220416082,20220416,Dérapage ou perte de maîtrise,Collision avec un autre usager de la route,"Etat de la personne - Excès de fatigue, endormissement (y compris endormissement passager)",Genève,Jour,Beau temps,Avec blessés légers,2500453.737,1117966.444,Route sèche,Route principale,180000.0,Samedi,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0,0,,,2022,2500453.74,1117966.44,6.1488394039078145,46.20577256421706
33985,46515,220702033,20220702,Dérapage ou perte de maîtrise,Sans collision,Inattention et distraction - Manque d'attention momentané,Genève,Jour,Beau temps,Avec blessés graves,2500647.504,1119180.991,Route sèche,Route secondaire,110000.0,Samedi,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2500647.5,1119180.99,6.151090865673415,46.21672536566276
33986,46516,220411346,20220411,Accident par tamponnement,Collision avec un véhicule en marche,Inattention et distraction - Manque d'attention momentané,Genève,Jour,Beau temps,Avec blessés légers,2499181.75,1118328.739,Route sèche,Route principale,140000.0,Lundi,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0,,,2022,2499181.75,1118328.74,6.132283169800757,46.20884164276569
33987,46517,221102109,20221102,Dérapage ou perte de maîtrise,Sans collision,Etat de l'infrastructure - Passage des rails à angle aigu pour les conducteurs des véhicules à deux roues,Genève,Aurore / crépuscule,Beau temps,Avec blessés graves,2499769.302,1117685.057,Route sèche,Route secondaire,60000.0,Mercredi,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2499769.3,1117685.06,6.140033253923946,46.20314002100236
33988,46518,220811004,20220810,Accident lors d'un dépassement ou lors d'un changement de voie de circulation,Collision lors du changement de voie vers la droite,Conduite - Manque d'égards en changeant de voie,Genève,Jour,Beau temps,Avec dommages matériels,2500932.481,1117599.487,Route sèche,Route principale,100000.0,Mercredi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2500932.48,1117599.49,6.155119148613477,46.2025427994905
33989,46519,220214397,20220214,Accident en traversant une route,Collision avec le trafic traversant depuis la droite,Signalisation lumineuse - Non-respect d'un feu rouge,Vernier,Jour,Beau temps,Avec dommages matériels,2496395.243,1119556.872,Route sèche,Route secondaire,90000.0,Lundi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2496395.24,1119556.87,6.0959109225215,46.2194640694247
33990,46520,220903028,20220817,Accident en quittant une route,Collision en obliquant à gauche avec le trafic venant en sens inverse,Signalisation - Inobservation d'une marque,Genève,Aurore / crépuscule,Pluie,Avec dommages matériels,2499528.847,1118499.105,Route mouillée,Route principale,180000.0,Mercredi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0,1,,,2022,2499528.85,1118499.11,6.1367432447580885,46.21042598480275
33991,46521,220617180,20220617,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Inattention et distraction - Manque d'attention momentané,Thônex,Jour,Beau temps,Avec dommages matériels,2504515.309,1116490.247,Route sèche,Route principale,80000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2504515.31,1116490.25,6.201757636472185,46.19308424141639
33992,46522,220126002,20220125,Dérapage ou perte de maîtrise,Sans collision,Inattention et distraction - Manque d'attention momentané,Genève,Nuit,Temps couvert,Avec blessés graves,2499606.381,1116514.303,Route humide,Route principale,220000.0,Mardi,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,,,2022,2499606.38,1116514.3,6.138174580635665,46.19258547463981
33993,46523,220423050,20220407,Accident en s'engageant sur une route,Collision en obliquant à droite avec le trafic venant de gauche,Priorité - Autres attitude fautive en lien avec la priorité,Genève,Jour,Pluie,Avec dommages matériels,2499208.129,1120824.452,Route mouillée,Route principale,80000.0,Jeudi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,1,,,2022,2499208.13,1120824.45,6.132085663746394,46.231292905529166
33994,46524,220804155,20220731,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Inattention et distraction - Manque d'attention momentané,Genève,Nuit,Beau temps,Avec dommages matériels,2499534.25,1118405.25,Route sèche,Route secondaire,220000.0,Dimanche,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2499534.25,1118405.25,6.136833412928894,46.20958258122965
33995,46525,220627385,20220619,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Conduite - Autre attitude fautive lors des mouvements dans la circulation,Genève,Jour,Beau temps,Avec dommages matériels,2501548.222,1118117.968,Route sèche,Route principale,200000.0,Dimanche,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,,,2022,2501548.22,1118117.97,6.162985944478771,46.20729668167493
33996,46526,220613194,20220606,Accident en parquant,Avec violation de l'obligation de déclarer,Cause inconnue - Véhicule stationné (omission de la déclaration obligatoire),Genève,Inconnu,Autre,Avec dommages matériels,2501625.817,1117911.844,Autre,Route principale,210000.0,Lundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2501625.82,1117911.84,6.164034697290783,46.20545402547159
33997,46527,220820072,20220820,Dérapage ou perte de maîtrise,Collision avec un autre usager de la route,Etat de la personne - Influence de stupéfiants,Collonge-Bellerive,Jour,Beau temps,Avec blessés légers,2505262.073,1123751.549,Route sèche,Route principale,180000.0,Samedi,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,,,2022,2505262.07,1123751.55,6.209954281404737,46.25850166466754
33998,46908,220626008,20220626,Dérapage ou perte de maîtrise,Collision avec un obstacle hors de la chaussée,Cause inconnue - Cause inconnue,Genève,Nuit,Beau temps,Avec dommages matériels,2499645.945,1116902.399,Route sèche,Autre,20000.0,Dimanche,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,,,2022,2499645.95,1116902.4,6.138603648959966,46.19608209214038
33999,46909,220608155,20220603,Accident en parquant,Avec violation de l'obligation de déclarer,Cause inconnue - Véhicule stationné (omission de la déclaration obligatoire),Genève,Inconnu,Autre,Avec dommages matériels,2500207.889,1118247.021,Autre,Autre,180000.0,Vendredi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,,,2022,2500207.89,1118247.02,6.145594539506222,46.208259752794646
34000,46910,220928229,20220928,Accident en s'engageant sur une route,Collision en obliquant à gauche avec le trafic venant de gauche,Priorité - Non-respect du signal de priorité «Stop»,Genève,Jour,Pluie,Avec blessés légers,2501713.516,1116747.459,Route mouillée,Route secondaire,120000.0,Mercredi,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,,,2022,2501713.52,1116747.46,6.16541597456625,46.194993943555296
34001,46911,221130242,20221119,Dérapage ou perte de maîtrise,Sans collision,"Vitesse - Inadaptée au tracé de la route (virage serré, proximité d'une intersection, etc.)",Plan-les-Ouates,Nuit,Beau temps,Avec dommages matériels,2496561.178,1112881.072,Route sèche,Route principale,40000.0,Samedi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,,,2022,2496561.18,1112881.07,6.09953979630233,46.15944562444915
34002,46912,220904015,20220903,Collision frontale,Collision frontale avec le trafic venant en sens inverse (sans dépassement),Inattention et distraction - Manque d'attention momentané,Chêne-Bougeries,Aurore / crépuscule,Beau temps,Avec blessés légers,2502189.677,1116662.226,Route sèche,Route principale,200000.0,Samedi,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,1,0,,,2022,2502189.68,1116662.23,6.1716010629783975,46.194296791397775
